fc_demand,fc_nuclear,import_FR,export_FR,fc_wind,fc_solar_pv,fc_solar_th,date,hour
22168.0,6125.5,2100.0,2600.0,4044.0,0.0,13.2,2020-11-12,3
22291.0,6125.5,2100.0,2600.0,3973.0,0.0,9.1,2020-11-12,4
22827.0,6125.5,2100.0,2600.0,3970.0,0.0,8.7,2020-11-12,5
25004.0,6125.5,2100.0,2600.0,4012.0,0.0,8.3,2020-11-12,6
28462.0,6125.5,2100.0,1850.0,3992.0,14.7,8.3,2020-11-12,7
30514.0,6125.5,2100.0,1850.0,3895.0,431.7,12.3,2020-11-12,8
31651.0,6125.5,2100.0,1850.0,3823.0,1867.8,27.8,2020-11-12,9
32062.0,6125.5,2100.0,1850.0,3512.0,3194.8,139.9,2020-11-12,10
32123.0,6125.5,2100.0,1850.0,3543.0,4025.4,279.8,2020-11-12,11
32275.0,6125.5,2100.0,1850.0,3543.0,4224.1,435.3,2020-11-12,12
32154.0,6125.5,2100.0,1850.0,3509.0,4325.5,503.0,2020-11-12,13
31073.0,6125.5,2100.0,1850.0,3517.0,4125.7,402.1,2020-11-12,14
30184.0,6125.5,2100.0,1850.0,3451.0,3586.3,446.9,2020-11-12,15
29637.0,6125.5,2100.0,1850.0,3338.0,2178.1,491.1,2020-11-12,16
30057.0,6125.5,2100.0,1850.0,3635.0,596.6,303.6,2020-11-12,17
31885.0,6125.5,2100.0,1850.0,3961.0,2.8,126.7,2020-11-12,18
33003.0,6125.5,2100.0,1850.0,4534.0,0.0,105.2,2020-11-12,19
32860.0,6125.5,2100.0,1850.0,4986.0,0.0,11.9,2020-11-12,20
31494.0,6125.5,2100.0,1850.0,5129.0,0.0,13.3,2020-11-12,21
28805.0,6125.5,2100.0,1850.0,5063.0,0.0,12.7,2020-11-12,22
26224.0,6125.5,2100.0,1850.0,5141.0,0.0,9.8,2020-11-12,23
24721.0,6125.5,2100.0,1850.0,4958.0,0.0,27.3,2020-11-13,0
23353.0,6125.5,2100.0,2600.0,4979.0,0.0,41.7,2020-11-13,1
22508.0,6125.5,2100.0,2600.0,4915.0,0.0,14.9,2020-11-13,2
22238.0,6125.5,2100.0,2600.0,4547.0,0.0,12.4,2020-11-13,3
22182.0,6125.5,2100.0,2600.0,4144.0,0.0,9.0,2020-11-13,4
22791.0,6125.5,2100.0,2600.0,3847.0,0.0,10.2,2020-11-13,5
25200.0,6125.5,2100.0,2600.0,3631.0,0.0,8.2,2020-11-13,6
28667.0,6125.5,2100.0,1850.0,3333.0,8.2,10.6,2020-11-13,7
30498.0,6125.5,2100.0,1850.0,3040.0,410.1,10.7,2020-11-13,8
31536.0,6125.5,2100.0,1850.0,2812.0,1745.6,26.2,2020-11-13,9
31994.0,6125.5,2100.0,1850.0,2458.0,2809.0,77.0,2020-11-13,10
32096.0,6125.5,2100.0,1850.0,2053.0,3362.1,136.8,2020-11-13,11
32250.0,6125.5,2100.0,1850.0,1925.0,3988.5,170.4,2020-11-13,12
32073.0,6125.5,2100.0,1850.0,2197.0,4002.9,196.2,2020-11-13,13
30990.0,6125.5,2100.0,1850.0,2324.0,3625.9,157.8,2020-11-13,14
29915.0,6125.5,2100.0,1850.0,2348.0,2906.8,128.7,2020-11-13,15
29177.0,6125.5,2100.0,1850.0,2338.0,1736.9,80.0,2020-11-13,16
29438.0,6125.5,2100.0,2350.0,2310.0,416.9,71.5,2020-11-13,17
31231.0,6125.5,2100.0,2350.0,2564.0,9.8,60.8,2020-11-13,18
31746.0,6125.5,2100.0,2350.0,2884.0,0.0,12.6,2020-11-13,19
31674.0,6125.5,2100.0,2350.0,3251.0,0.0,7.1,2020-11-13,20
30685.0,6125.5,2100.0,2350.0,3723.0,0.0,8.3,2020-11-13,21
28400.0,6125.5,2100.0,2350.0,4159.0,0.0,8.4,2020-11-13,22
26105.0,6125.5,2100.0,2350.0,4586.0,0.0,9.0,2020-11-13,23
24646.0,6125.5,2400.0,2200.0,4843.0,0.0,10.0,2020-11-14,0
23224.0,6125.5,2400.0,2200.0,4894.0,0.0,9.9,2020-11-14,1
22176.0,6125.5,2400.0,2200.0,5138.0,0.0,9.6,2020-11-14,2
21677.0,6125.5,2400.0,2200.0,5291.0,0.0,9.8,2020-11-14,3
21400.0,6125.5,2400.0,2200.0,5374.0,0.0,9.6,2020-11-14,4
21330.0,6125.5,2400.0,2200.0,5302.0,0.0,9.5,2020-11-14,5
22023.0,6125.5,2400.0,2200.0,5375.0,0.0,8.6,2020-11-14,6
22991.0,6125.5,2400.0,2200.0,5487.0,6.4,8.0,2020-11-14,7
23908.0,6125.5,2400.0,2200.0,5624.0,162.8,8.6,2020-11-14,8
26406.0,6125.5,2400.0,2200.0,5561.0,790.8,9.3,2020-11-14,9
27882.0,6125.5,2400.0,2200.0,5376.0,1064.4,10.9,2020-11-14,10
28385.0,6125.5,2400.0,2200.0,5340.0,1319.8,13.1,2020-11-14,11
28127.0,6125.5,2400.0,2200.0,5177.0,1415.5,10.7,2020-11-14,12
28520.0,6125.5,2400.0,2200.0,5153.0,1414.6,12.4,2020-11-14,13
28091.0,6125.5,2400.0,2200.0,5143.0,1532.8,19.2,2020-11-14,14
26702.0,6125.5,2400.0,2200.0,4969.0,1431.6,41.6,2020-11-14,15
25774.0,6125.5,2400.0,2200.0,4997.0,936.4,51.5,2020-11-14,16
25616.0,6125.5,2400.0,2200.0,5083.0,205.2,13.5,2020-11-14,17
27579.0,6125.5,2400.0,2200.0,5403.0,20.1,10.7,2020-11-14,18
28446.0,6125.5,2400.0,2200.0,5900.0,0.0,10.5,2020-11-14,19
28714.0,6125.5,2400.0,2200.0,6340.0,0.0,9.9,2020-11-14,20
28153.0,6125.5,2400.0,2200.0,6776.0,0.0,10.0,2020-11-14,21
26502.0,6125.5,2400.0,2200.0,7040.0,0.0,9.5,2020-11-14,22
24416.0,6125.5,2400.0,2200.0,7455.0,0.0,9.5,2020-11-14,23
22582.0,6125.5,2400.0,2200.0,8202.0,0.0,9.8,2020-11-15,0
20985.0,6125.5,2400.0,2200.0,8392.0,0.0,10.2,2020-11-15,1
19971.0,6125.5,2400.0,2200.0,8846.0,0.0,10.5,2020-11-15,2
19189.0,6125.5,2400.0,2200.0,9413.0,0.0,13.5,2020-11-15,3
18987.0,6125.5,2400.0,2200.0,8912.0,0.0,18.4,2020-11-15,4
19142.0,6125.5,2400.0,2200.0,9029.0,0.0,15.3,2020-11-15,5
19575.0,6125.5,2400.0,2200.0,9494.0,0.0,16.4,2020-11-15,6
20276.0,6125.5,2400.0,2200.0,9696.0,9.0,20.0,2020-11-15,7
20577.0,6125.5,2400.0,2200.0,9910.0,420.3,22.6,2020-11-15,8
22633.0,6125.5,2400.0,2200.0,9692.0,1633.7,29.1,2020-11-15,9
24027.0,6125.5,2400.0,2200.0,10042.0,2755.6,73.4,2020-11-15,10
24898.0,6125.5,2400.0,2200.0,10668.0,3623.8,176.5,2020-11-15,11
25268.0,6125.5,2400.0,2200.0,10768.0,4020.1,289.2,2020-11-15,12
25967.0,6125.5,2400.0,2200.0,10490.0,4209.7,338.2,2020-11-15,13
25841.0,6125.5,2400.0,2200.0,10109.0,3885.6,416.3,2020-11-15,14
24387.0,6125.5,2400.0,2200.0,9555.0,3194.4,528.5,2020-11-15,15
23336.0,6125.5,2400.0,2200.0,8754.0,1783.0,467.8,2020-11-15,16
23372.0,6125.5,2400.0,2200.0,8455.0,380.7,279.8,2020-11-15,17
25203.0,6125.5,2400.0,2200.0,7967.0,11.7,174.3,2020-11-15,18
26622.0,6125.5,2400.0,2200.0,8102.0,0.0,72.1,2020-11-15,19
27559.0,6125.5,2400.0,2200.0,7935.0,0.0,17.7,2020-11-15,20
27426.0,6125.5,2400.0,2200.0,7563.0,0.0,17.5,2020-11-15,21
25946.0,6125.5,2400.0,2200.0,7389.0,0.0,26.3,2020-11-15,22
23842.0,6125.5,2400.0,2200.0,7291.0,0.0,26.1,2020-11-15,23
21928.0,6125.5,2400.0,2200.0,6903.0,0.0,14.3,2020-11-16,0
20891.0,6125.5,2400.0,2200.0,6652.0,0.0,12.9,2020-11-16,1
20123.0,6125.5,2400.0,2200.0,6964.0,0.0,11.3,2020-11-16,2
19906.0,6125.5,2400.0,2200.0,6403.0,0.0,9.1,2020-11-16,3
20100.0,6125.5,2400.0,2200.0,6118.0,0.0,10.3,2020-11-16,4
20849.0,6125.5,2400.0,2200.0,6030.0,0.0,10.0,2020-11-16,5
23700.0,6125.5,2400.0,2200.0,5764.0,0.0,9.7,2020-11-16,6
27313.0,6125.5,2400.0,2200.0,5473.0,4.7,9.0,2020-11-16,7
29312.0,6125.5,2400.0,2200.0,5202.0,390.5,10.7,2020-11-16,8
30711.0,6125.5,2400.0,2200.0,4446.0,1765.5,14.3,2020-11-16,9
31398.0,6125.5,2400.0,2200.0,3688.0,2957.1,74.3,2020-11-16,10
31590.0,6125.5,2400.0,2200.0,3365.0,3300.5,255.8,2020-11-16,11
31577.0,6125.5,2400.0,2200.0,3317.0,3771.6,399.4,2020-11-16,12
31633.0,6125.5,2400.0,2200.0,3453.0,3925.8,458.1,2020-11-16,13
30722.0,6125.5,2400.0,2200.0,3573.0,4024.3,425.4,2020-11-16,14
29500.0,6125.5,2400.0,2200.0,3583.0,3630.3,489.2,2020-11-16,15
28899.0,6125.5,2400.0,2200.0,3327.0,2309.6,466.0,2020-11-16,16
29331.0,6125.5,2400.0,2200.0,2831.0,581.1,323.6,2020-11-16,17
31578.0,6125.5,2400.0,2200.0,2515.0,34.6,125.6,2020-11-16,18
32234.0,6125.5,2400.0,2200.0,2486.0,0.0,34.1,2020-11-16,19
32182.0,6125.5,2400.0,2200.0,2581.0,0.0,9.5,2020-11-16,20
30861.0,6125.5,2400.0,2200.0,2622.0,0.0,5.5,2020-11-16,21
28253.0,6125.5,2400.0,2200.0,2244.0,0.0,10.7,2020-11-16,22
25663.0,6125.5,2400.0,2200.0,2097.0,0.0,4.6,2020-11-16,23
24171.0,6125.5,2400.0,2200.0,1706.0,0.0,11.5,2020-11-17,0
22895.0,6125.5,2400.0,2200.0,1553.0,0.0,19.4,2020-11-17,1
22127.0,6125.5,2400.0,2200.0,1450.0,0.0,15.1,2020-11-17,2
22039.0,6125.5,2400.0,2200.0,1456.0,0.0,10.7,2020-11-17,3
22030.0,6125.5,2400.0,2200.0,1695.0,0.0,3.2,2020-11-17,4
22587.0,6125.5,2400.0,2200.0,1976.0,0.0,0.2,2020-11-17,5
24928.0,6125.5,2400.0,2200.0,1997.0,0.0,3.1,2020-11-17,6
28387.0,6125.5,2400.0,2200.0,2197.0,4.0,2.9,2020-11-17,7
30206.0,6125.5,2400.0,2200.0,2416.0,542.6,11.6,2020-11-17,8
31251.0,6125.5,2400.0,2200.0,2358.0,2366.8,42.3,2020-11-17,9
31720.0,6035.7,2400.0,2200.0,2037.0,4053.9,297.9,2020-11-17,10
31976.0,6035.7,2400.0,2200.0,1849.0,4458.0,581.7,2020-11-17,11
32011.0,6035.7,2400.0,2200.0,1811.0,4951.8,724.9,2020-11-17,12
31920.0,6035.7,2400.0,2200.0,1982.0,4971.5,788.4,2020-11-17,13
30995.0,6035.7,2400.0,2200.0,2098.0,4712.5,814.5,2020-11-17,14
29913.0,6035.7,2400.0,2200.0,2058.0,4177.3,933.1,2020-11-17,15
29304.0,6035.7,2400.0,2200.0,2079.0,2733.9,667.5,2020-11-17,16
29617.0,6035.7,2400.0,2200.0,2292.0,666.7,406.7,2020-11-17,17
31535.0,6035.7,2400.0,2200.0,2782.0,17.7,284.8,2020-11-17,18
32397.0,6155.7,2400.0,2200.0,3134.0,0.0,145.7,2020-11-17,19
32778.0,6155.7,2400.0,2200.0,3711.0,0.0,5.8,2020-11-17,20
31401.0,6245.5,2400.0,2200.0,4124.0,0.0,4.9,2020-11-17,21
28792.0,6245.5,2400.0,2200.0,4611.0,0.0,28.2,2020-11-17,22
26192.0,6345.5,2400.0,2200.0,5086.0,0.0,9.4,2020-11-17,23
24603.0,6345.5,2400.0,2200.0,5323.0,0.0,22.3,2020-11-18,0
23404.0,6345.5,2400.0,2200.0,5563.0,0.0,59.7,2020-11-18,1
22500.0,6345.5,2400.0,2200.0,5459.0,0.0,18.0,2020-11-18,2
22231.0,6345.5,2400.0,2200.0,5285.0,0.0,8.8,2020-11-18,3
22264.0,6345.5,2400.0,2200.0,5409.0,0.0,9.1,2020-11-18,4
22926.0,6345.5,2400.0,2200.0,5405.0,0.0,9.7,2020-11-18,5
25350.0,6345.5,2400.0,2200.0,5276.0,0.0,9.3,2020-11-18,6
28818.0,6345.5,2400.0,2200.0,5262.0,4.7,8.2,2020-11-18,7
30512.0,6345.5,2400.0,2200.0,5055.0,528.1,11.2,2020-11-18,8
31716.0,6345.5,2400.0,2200.0,4789.0,2396.9,48.3,2020-11-18,9
32074.0,6345.5,2400.0,2200.0,4074.0,4075.6,336.0,2020-11-18,10
32180.0,6345.5,2400.0,2200.0,3617.0,4600.1,691.7,2020-11-18,11
32265.0,6525.5,2400.0,2200.0,3601.0,5002.2,825.9,2020-11-18,12
32129.0,6525.5,2400.0,2200.0,3423.0,5063.1,870.9,2020-11-18,13
31093.0,6525.5,2400.0,2200.0,3159.0,4816.3,961.4,2020-11-18,14
29945.0,6525.5,2400.0,2200.0,2808.0,4267.4,1041.0,2020-11-18,15
29370.0,6525.5,2400.0,2200.0,2405.0,2674.2,995.2,2020-11-18,16
29801.0,6525.5,2400.0,2200.0,2124.0,669.7,678.4,2020-11-18,17
31928.0,6525.5,2400.0,2200.0,1885.0,1.7,271.1,2020-11-18,18
32639.0,6625.5,2400.0,2200.0,2140.0,0.0,123.6,2020-11-18,19
32824.0,6625.5,2400.0,2200.0,1946.0,0.0,22.3,2020-11-18,20
31503.0,6625.5,2400.0,2200.0,1926.0,0.0,21.2,2020-11-18,21
28897.0,6625.5,2400.0,2200.0,1939.0,0.0,24.8,2020-11-18,22
26187.0,6625.5,2400.0,2200.0,2021.0,0.0,23.1,2020-11-18,23
24729.0,6625.5,2400.0,2200.0,2475.0,0.0,13.4,2020-11-19,0
23408.0,6625.5,2400.0,2200.0,3280.0,0.0,35.8,2020-11-19,1
22645.0,6625.5,2400.0,2200.0,4007.0,0.0,19.5,2020-11-19,2
22343.0,6625.5,2400.0,2200.0,4462.0,0.0,17.6,2020-11-19,3
22263.0,6625.5,2400.0,2200.0,5143.0,0.0,11.9,2020-11-19,4
22837.0,6625.5,2400.0,2200.0,5769.0,0.0,10.8,2020-11-19,5
25129.0,6825.5,2400.0,2200.0,6826.0,0.0,11.0,2020-11-19,6
28713.0,6825.5,2400.0,2200.0,7443.0,5.3,9.2,2020-11-19,7
30544.0,6781.2,2400.0,2200.0,7879.0,518.3,11.0,2020-11-19,8
31596.0,6781.2,2400.0,2200.0,8049.0,2237.5,38.6,2020-11-19,9
31787.0,6671.2,2400.0,2200.0,7287.0,4122.7,310.9,2020-11-19,10
31848.0,6671.2,2400.0,2200.0,6573.0,4413.3,704.6,2020-11-19,11
31670.0,6715.5,2400.0,2200.0,6684.0,4709.7,805.4,2020-11-19,12
31512.0,6715.5,2400.0,2200.0,6759.0,4915.1,858.4,2020-11-19,13
30528.0,6715.5,2400.0,2200.0,7120.0,4900.4,942.1,2020-11-19,14
29613.0,6715.5,2400.0,2200.0,7860.0,4355.1,1038.3,2020-11-19,15
29032.0,6715.5,2400.0,2200.0,8991.0,2759.6,1007.4,2020-11-19,16
29534.0,6715.5,2400.0,2200.0,9948.0,713.6,659.2,2020-11-19,17
31429.0,7025.5,2400.0,2200.0,10658.0,5.1,341.9,2020-11-19,18
32138.0,7025.5,2400.0,2200.0,10881.0,0.0,143.2,2020-11-19,19
32491.0,7025.5,2400.0,2200.0,10731.0,0.0,33.2,2020-11-19,20
31174.0,7025.5,2400.0,2200.0,10827.0,0.0,21.1,2020-11-19,21
28586.0,7025.5,2400.0,2200.0,11199.0,0.0,21.3,2020-11-19,22
26039.0,7025.5,2400.0,2200.0,11304.0,0.0,26.9,2020-11-19,23
24620.0,7025.5,2400.0,2200.0,11357.0,0.0,15.2,2020-11-20,0
23356.0,6825.5,2400.0,2200.0,10948.0,0.0,21.3,2020-11-20,1
22509.0,6825.5,2400.0,2200.0,10826.0,0.0,16.2,2020-11-20,2
22181.0,6825.5,2400.0,2200.0,10674.0,0.0,11.6,2020-11-20,3
22187.0,6825.5,2400.0,2200.0,11121.0,0.0,11.1,2020-11-20,4
22716.0,6825.5,2400.0,2200.0,11159.0,0.0,10.2,2020-11-20,5
25167.0,6825.5,2400.0,2200.0,10969.0,0.0,10.5,2020-11-20,6
28688.0,6825.5,2400.0,2200.0,11148.0,3.0,9.5,2020-11-20,7
30400.0,6825.5,2400.0,2200.0,10999.0,623.8,10.9,2020-11-20,8
31585.0,6825.5,2400.0,2200.0,10668.0,2447.2,53.5,2020-11-20,9
32044.0,7117.2,2400.0,2200.0,10573.0,4249.3,403.0,2020-11-20,10
31992.0,7117.2,2400.0,2200.0,10299.0,5453.6,766.7,2020-11-20,11
31897.0,7117.2,2400.0,2200.0,9615.0,5736.7,939.3,2020-11-20,12
31542.0,7117.2,2400.0,2200.0,9178.0,5651.4,1040.0,2020-11-20,13
30496.0,7117.2,2400.0,2200.0,9117.0,5380.7,1062.9,2020-11-20,14
29416.0,7117.2,2400.0,2200.0,9169.0,4781.6,1196.7,2020-11-20,15
28564.0,7117.2,2400.0,2200.0,9250.0,3007.3,1239.8,2020-11-20,16
28883.0,7117.2,2400.0,2200.0,9769.0,820.2,768.4,2020-11-20,17
30950.0,7117.2,2400.0,2200.0,10754.0,2.5,280.6,2020-11-20,18
31720.0,7117.2,2400.0,2200.0,11490.0,0.0,138.1,2020-11-20,19
31654.0,7117.2,2400.0,2200.0,11402.0,0.0,39.6,2020-11-20,20
30573.0,7117.2,2400.0,2200.0,10827.0,0.0,20.9,2020-11-20,21
28317.0,7117.2,2400.0,2200.0,10254.0,0.0,26.0,2020-11-20,22
26083.0,7117.2,2400.0,2200.0,9743.0,0.0,20.8,2020-11-20,23
24733.0,7117.2,2400.0,2200.0,9506.0,0.0,22.8,2020-11-21,0
23248.0,7117.2,2400.0,2200.0,8871.0,0.0,36.4,2020-11-21,1
22088.0,7117.2,2400.0,2200.0,8382.0,0.0,20.3,2020-11-21,2
21380.0,7117.2,2400.0,2200.0,7648.0,0.0,19.2,2020-11-21,3
21077.0,7117.2,2400.0,2200.0,7098.0,0.0,16.8,2020-11-21,4
21133.0,7117.2,2400.0,2200.0,6289.0,0.0,16.0,2020-11-21,5
21889.0,7117.2,2400.0,2200.0,5721.0,0.0,18.0,2020-11-21,6
23157.0,7117.2,2400.0,2200.0,5319.0,2.2,19.8,2020-11-21,7
24251.0,7117.2,2400.0,2200.0,5172.0,547.4,19.3,2020-11-21,8
26642.0,7117.2,2400.0,2200.0,4924.0,2492.9,42.7,2020-11-21,9
28178.0,7117.2,2400.0,2200.0,4167.0,4250.6,371.4,2020-11-21,10
28607.0,7117.2,2400.0,2200.0,3740.0,5360.5,765.2,2020-11-21,11
28260.0,7117.2,2400.0,2200.0,3486.0,5849.9,874.4,2020-11-21,12
28548.0,7117.2,2400.0,2200.0,3193.0,5654.4,1033.2,2020-11-21,13
27891.0,7117.2,2400.0,2200.0,2913.0,5389.2,1104.9,2020-11-21,14
26264.0,7117.2,2400.0,2200.0,2973.0,4727.3,1219.4,2020-11-21,15
25377.0,7117.2,2400.0,2200.0,3050.0,2926.3,1206.1,2020-11-21,16
25761.0,7117.2,2400.0,2200.0,3068.0,768.1,730.3,2020-11-21,17
27990.0,7117.2,2400.0,2200.0,3150.0,1.9,301.5,2020-11-21,18
28731.0,7117.2,2400.0,2200.0,3231.0,0.0,140.2,2020-11-21,19
29148.0,7117.2,2400.0,2200.0,3226.0,0.0,44.1,2020-11-21,20
28739.0,7117.2,2400.0,2200.0,3481.0,0.0,44.9,2020-11-21,21
27174.0,7117.2,2400.0,2200.0,3589.0,0.0,26.0,2020-11-21,22
24925.0,7117.2,2400.0,2200.0,3518.0,0.0,14.5,2020-11-21,23
23054.0,7117.2,2400.0,2200.0,3613.0,0.0,12.1,2020-11-22,0
21583.0,7117.2,2400.0,2200.0,3748.0,0.0,16.6,2020-11-22,1
20560.0,7117.2,2400.0,2200.0,3822.0,0.0,13.0,2020-11-22,2
20023.0,7117.2,2400.0,2200.0,3725.0,0.0,11.3,2020-11-22,3
19867.0,7117.2,2400.0,2200.0,3622.0,0.0,9.6,2020-11-22,4
20049.0,7117.2,2400.0,2200.0,3330.0,0.0,8.2,2020-11-22,5
20631.0,7117.2,2400.0,2200.0,2993.0,0.0,9.1,2020-11-22,6
21248.0,7117.2,2400.0,2200.0,2851.0,0.5,12.9,2020-11-22,7
21403.0,7117.2,2400.0,2200.0,2707.0,490.1,12.3,2020-11-22,8
23728.0,7117.2,2400.0,2200.0,2454.0,2512.5,29.5,2020-11-22,9
25568.0,7117.2,2400.0,2200.0,2275.0,4401.1,333.7,2020-11-22,10
25960.0,7117.2,2400.0,2200.0,2175.0,5395.7,819.2,2020-11-22,11
26399.0,7117.2,2400.0,2200.0,2022.0,5664.0,930.2,2020-11-22,12
26812.0,7117.2,2400.0,2200.0,1953.0,5664.1,989.7,2020-11-22,13
26320.0,7117.2,2400.0,2200.0,1890.0,5344.1,970.2,2020-11-22,14
24799.0,7117.2,2400.0,2200.0,1734.0,4786.3,1151.1,2020-11-22,15
24009.0,7117.2,2400.0,2200.0,1612.0,2989.8,1140.5,2020-11-22,16
24189.0,7117.2,2400.0,2200.0,1708.0,784.5,762.9,2020-11-22,17
26673.0,7117.2,2400.0,2200.0,1753.0,1.6,323.2,2020-11-22,18
28066.0,7117.2,2400.0,2200.0,1820.0,0.0,134.7,2020-11-22,19
29101.0,7117.2,2400.0,2200.0,1840.0,0.0,58.6,2020-11-22,20
28736.0,7117.2,2400.0,2200.0,1881.0,0.0,40.0,2020-11-22,21
27389.0,7117.2,2400.0,2200.0,1912.0,0.0,19.3,2020-11-22,22
25330.0,7117.2,2400.0,2200.0,1906.0,0.0,28.8,2020-11-22,23
23089.0,7117.2,2400.0,2200.0,1918.0,0.0,13.5,2020-11-23,0
21656.0,7117.2,2400.0,2200.0,1990.0,0.0,56.6,2020-11-23,1
20928.0,7117.2,2400.0,2200.0,2046.0,0.0,34.2,2020-11-23,2
20713.0,7117.2,2400.0,2200.0,2230.0,0.0,22.6,2020-11-23,3
20794.0,7117.2,2400.0,2200.0,2281.0,0.0,21.2,2020-11-23,4
21673.0,7117.2,2400.0,2200.0,2272.0,0.0,18.3,2020-11-23,5
24682.0,7117.2,2400.0,2200.0,2133.0,0.0,18.6,2020-11-23,6
28762.0,7117.2,2400.0,2200.0,2156.0,0.4,20.6,2020-11-23,7
31468.0,7117.2,2400.0,2200.0,2154.0,524.7,18.6,2020-11-23,8
32968.0,7117.2,2400.0,2200.0,2205.0,2534.5,46.5,2020-11-23,9
33344.0,7117.2,2400.0,2200.0,2080.0,4451.8,377.3,2020-11-23,10
33310.0,7117.2,2400.0,2200.0,2039.0,5231.1,838.2,2020-11-23,11
32982.0,7117.2,2400.0,2200.0,1905.0,5667.2,895.0,2020-11-23,12
33077.0,7117.2,2400.0,2200.0,1883.0,5633.1,966.7,2020-11-23,13
32306.0,7117.2,2400.0,2200.0,1926.0,5345.1,1041.6,2020-11-23,14
31102.0,7117.2,2400.0,2200.0,1880.0,4685.0,1180.8,2020-11-23,15
30590.0,7117.2,2400.0,2200.0,1805.0,2742.3,1134.1,2020-11-23,16
31294.0,7117.2,2400.0,2200.0,1661.0,710.8,743.3,2020-11-23,17
33563.0,7117.2,2400.0,2200.0,1657.0,1.6,296.4,2020-11-23,18
34327.0,7117.2,2400.0,2200.0,1761.0,0.0,188.6,2020-11-23,19
34323.0,7117.2,2400.0,2200.0,1946.0,0.0,27.0,2020-11-23,20
33105.0,7117.2,2400.0,2200.0,2025.0,0.0,21.8,2020-11-23,21
30259.0,7117.2,2400.0,2200.0,2197.0,0.0,23.4,2020-11-23,22
27329.0,7117.2,2400.0,2200.0,2563.0,0.0,26.9,2020-11-23,23
25455.0,7117.2,2400.0,2200.0,2979.0,0.0,13.6,2020-11-24,0
23961.0,7117.2,2400.0,2200.0,3355.0,0.0,11.5,2020-11-24,1
22966.0,7117.2,2400.0,2200.0,3676.0,0.0,10.9,2020-11-24,2
22648.0,7117.2,2400.0,2200.0,4006.0,0.0,10.4,2020-11-24,3
22664.0,7117.2,2400.0,2200.0,4253.0,0.0,10.3,2020-11-24,4
23372.0,7117.2,2400.0,2200.0,4496.0,0.0,10.2,2020-11-24,5
25980.0,7117.2,2400.0,2200.0,4479.0,0.0,10.1,2020-11-24,6
30229.0,7117.2,2400.0,2200.0,4540.0,0.1,10.3,2020-11-24,7
32262.0,7117.2,2400.0,2200.0,4430.0,344.7,10.4,2020-11-24,8
33574.0,7117.2,2400.0,2200.0,4067.0,1902.8,19.1,2020-11-24,9
34185.0,7117.2,2400.0,2200.0,3528.0,3647.6,72.8,2020-11-24,10
34073.0,7117.2,2400.0,2200.0,3241.0,4474.3,254.8,2020-11-24,11
33919.0,7117.2,2400.0,2200.0,3266.0,4966.8,467.4,2020-11-24,12
33791.0,7117.2,2400.0,2200.0,3469.0,4846.7,590.8,2020-11-24,13
32763.0,7117.2,2400.0,2200.0,3586.0,4481.9,635.5,2020-11-24,14
31863.0,7117.2,2400.0,2200.0,3747.0,3533.5,612.3,2020-11-24,15
31413.0,7117.2,2400.0,2200.0,3869.0,1773.8,506.6,2020-11-24,16
32059.0,7117.2,2400.0,2200.0,4213.0,286.9,309.6,2020-11-24,17
34280.0,7117.2,2400.0,2200.0,4780.0,0.3,101.1,2020-11-24,18
35168.0,7117.2,2400.0,2200.0,5125.0,0.0,55.5,2020-11-24,19
35116.0,7117.2,2400.0,2200.0,5307.0,0.0,22.4,2020-11-24,20
33840.0,7117.2,2400.0,2200.0,5588.0,0.0,22.2,2020-11-24,21
30997.0,7117.2,2400.0,2200.0,5548.0,0.0,18.2,2020-11-24,22
28155.0,7117.2,2400.0,2200.0,5629.0,0.0,13.7,2020-11-24,23
25866.0,7117.2,2400.0,2200.0,5422.0,0.0,11.8,2020-11-25,0
24359.0,7117.2,2400.0,2200.0,4988.0,0.0,12.3,2020-11-25,1
23380.0,7117.2,2400.0,2200.0,4635.0,0.0,11.6,2020-11-25,2
23051.0,7117.2,2400.0,2200.0,4309.0,0.0,10.8,2020-11-25,3
23165.0,7117.2,2400.0,2200.0,4052.0,0.0,10.8,2020-11-25,4
23845.0,7117.2,2400.0,2200.0,3813.0,0.0,9.9,2020-11-25,5
26255.0,7117.2,2400.0,2200.0,3653.0,0.0,10.5,2020-11-25,6
30208.0,7117.2,2400.0,2200.0,3542.0,0.0,9.3,2020-11-25,7
32348.0,7117.2,2400.0,2200.0,3543.0,200.6,10.2,2020-11-25,8
33878.0,7117.2,2400.0,2200.0,3640.0,1243.1,11.9,2020-11-25,9
34196.0,7117.2,2400.0,2200.0,3503.0,2384.5,46.1,2020-11-25,10
34168.0,7117.2,2400.0,2200.0,3688.0,3040.9,77.7,2020-11-25,11
34303.0,7117.2,2400.0,2200.0,4109.0,3284.0,95.4,2020-11-25,12
34075.0,7117.2,2400.0,2200.0,4332.0,3008.1,120.2,2020-11-25,13
33321.0,7117.2,2400.0,2200.0,4032.0,2557.9,123.8,2020-11-25,14
32656.0,7117.2,2400.0,2200.0,4066.0,2015.1,112.9,2020-11-25,15
32211.0,7117.2,2400.0,2200.0,4248.0,1027.2,86.1,2020-11-25,16
32825.0,7117.2,2400.0,2200.0,5282.0,166.4,37.8,2020-11-25,17
34852.0,7117.2,2400.0,2200.0,6208.0,0.2,15.2,2020-11-25,18
35272.0,7117.2,2400.0,2200.0,7107.0,0.0,14.4,2020-11-25,19
